source,player,pos,team,bye,pass_yds,pass_tds,pass_int,rush_yds,rush_tds,fumbles_lost,two_pts,rec,rec_yds,rec_tds,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_blk,dst_forced_fumble,dst_pts_allowed
FFToday,Elic Maye,TE,DAL,13,0,0,0,0,0,0,0,3.28,47.689,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Elic Maye,TE,DAL,13,0,0,0,0,0,0,0,3.838,39.752,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Elic Maye,TE,DAL,13,0,0,0,0,0,0,0,3.191,36.812,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tucker Bowers,TE,DAL,13,0,0,0,0,0,0,0,2.9,29.645,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tucker Bowers,TE,DAL,13,0,0,0,0,0,0,0,2.901,26.956,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tucker Bowers,TE,DAL,13,0,0,0,0,0,0,0,2.394,21.819,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tucker Bowers,TE,DAL,13,0,0,0,0,0,0,0,2.988,34.87,0.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tucker Bowers,TE,DAL,13,0,0,0,0,0,0,0,3.107,29.922,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tucker Bowers,TE,DAL,13,0,0,0,0,0,0,0,3.476,38.187,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Elic Adams,TE,GB,6,0,0,0,0,0,0,0,2.256,30.672,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Elic Adams,TE,GB,6,0,0,0,0,0,0,0,2.288,26.475,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Elic Adams,TE,GB,6,0,0,0,0,0,0,0,2.354,32.224,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Elic Adams,TE,GB,6,0,0,0,0,0,0,0,2.496,30.15,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Elic Adams,TE,GB,6,0,0,0,0,0,0,0,2.53,29.216,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Elic Adams,TE,GB,6,0,0,0,0,0,0,0,2.159,37.078,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Ainias Harrison,TE,GB,6,0,0,0,0,0,0,0,1.827,20.759,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Ainias Harrison,TE,GB,6,0,0,0,0,0,0,0,1.932,21.508,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Ainias Harrison,TE,GB,6,0,0,0,0,0,0,0,2.103,22.134,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Ainias Harrison,TE,GB,6,0,0,0,0,0,0,0,2.429,28.705,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ainias Harrison,TE,GB,6,0,0,0,0,0,0,0,1.938,27.989,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ainias Harrison,TE,GB,6,0,0,0,0,0,0,0,1.927,22.603,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Troy Pollard,TE,PIT,11,0,0,0,0,0,0,0,2.337,26.585,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Troy Pollard,TE,PIT,11,0,0,0,0,0,0,0,1.866,22.992,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Troy Pollard,TE,PIT,11,0,0,0,0,0,0,0,1.752,25.449,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Troy Pollard,TE,PIT,11,0,0,0,0,0,0,0,2.303,13.577,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Troy Pollard,TE,PIT,11,0,0,0,0,0,0,0,2.478,22.264,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Troy Pollard,TE,PIT,11,0,0,0,0,0,0,0,1.9,23.893,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Jefferson,TE,WAS,6,0,0,0,0,0,0,0,1.817,19.868,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Jefferson,TE,WAS,6,0,0,0,0,0,0,0,1.909,21.823,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Jefferson,TE,WAS,6,0,0,0,0,0,0,0,1.625,14.273,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Jefferson,TE,WAS,6,0,0,0,0,0,0,0,1.88,22.169,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Jefferson,TE,WAS,6,0,0,0,0,0,0,0,1.982,21.347,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Jefferson,TE,WAS,6,0,0,0,0,0,0,0,1.911,19.139,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Kyren Estime,TE,MIA,14,0,0,0,0,0,0,0,1.319,15.911,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Kyren Estime,TE,MIA,14,0,0,0,0,0,0,0,1.218,13.075,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Kyren Estime,TE,MIA,14,0,0,0,0,0,0,0,1.473,15.625,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Kyren Estime,TE,MIA,14,0,0,0,0,0,0,0,1.04,19.224,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Kyren Estime,TE,MIA,14,0,0,0,0,0,0,0,1.136,15.09,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Kyren Estime,TE,MIA,14,0,0,0,0,0,0,0,1.602,18.626,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Wilson,TE,NYG,8,0,0,0,0,0,0,0,1.371,13.277,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Wilson,TE,NYG,8,0,0,0,0,0,0,0,1.625,12.602,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Wilson,TE,NYG,8,0,0,0,0,0,0,0,1.193,18.461,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Wilson,TE,NYG,8,0,0,0,0,0,0,0,1.807,14.546,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Wilson,TE,NYG,8,0,0,0,0,0,0,0,1.287,15.69,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Wilson,TE,NYG,8,0,0,0,0,0,0,0,1.273,15.988,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Chase Allen,TE,TB,14,0,0,0,0,0,0,0,0.849,13.178,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Chase Allen,TE,TB,14,0,0,0,0,0,0,0,1.166,10.554,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Chase Allen,TE,TB,14,0,0,0,0,0,0,0,1.214,12.325,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Chase Allen,TE,TB,14,0,0,0,0,0,0,0,1.178,9.749,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Chase Allen,TE,TB,14,0,0,0,0,0,0,0,1.476,9.992,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Chase Allen,TE,TB,14,0,0,0,0,0,0,0,1.295,12.808,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Grant Estime,K,DEN,14,0,0,0,0,0,0,0,0,0,0,38.777,0.277,6.526,8.696,6.997,3.495,4.503,0,0,0,0,0,0,0,0
ESPN,Grant Estime,K,DEN,14,0,0,0,0,0,0,0,0,0,0,34.958,0.316,6.111,8.741,6.733,3.618,4.914,0,0,0,0,0,0,0,0
FantasyPros,Grant Estime,K,DEN,14,0,0,0,0,0,0,0,0,0,0,36.25,0.28,6.383,9.215,6.959,3.547,4.55,0,0,0,0,0,0,0,0
FFToday,Grant Estime,K,DEN,14,0,0,0,0,0,0,0,0,0,0,36.22,0.293,5.656,9.569,7.003,3.268,4.444,0,0,0,0,0,0,0,0
NumberFire,Grant Estime,K,DEN,14,0,0,0,0,0,0,0,0,0,0,39.823,0.31,5.351,8.296,6.222,3.546,4.585,0,0,0,0,0,0,0,0
NFL,Grant Estime,K,DEN,14,0,0,0,0,0,0,0,0,0,0,38.15,0.307,5.155,8.443,6.787,3.018,4.626,0,0,0,0,0,0,0,0
CBS,Emeka Robinson,K,BAL,7,0,0,0,0,0,0,0,0,0,0,36.598,0.315,6.271,9.151,7.457,3.11,4.421,0,0,0,0,0,0,0,0
ESPN,Emeka Robinson,K,BAL,7,0,0,0,0,0,0,0,0,0,0,35.08,0.28,5.515,8.892,6.431,2.987,4.566,0,0,0,0,0,0,0,0
FantasyPros,Emeka Robinson,K,BAL,7,0,0,0,0,0,0,0,0,0,0,35.954,0.28,6.027,9.284,6.788,3.471,4.62,0,0,0,0,0,0,0,0
FFToday,Emeka Robinson,K,BAL,7,0,0,0,0,0,0,0,0,0,0,34.279,0.305,5.878,8.563,7.209,3.569,4.296,0,0,0,0,0,0,0,0
NumberFire,Emeka Robinson,K,BAL,7,0,0,0,0,0,0,0,0,0,0,36.242,0.305,6.19,9.21,6.824,3.316,4.687,0,0,0,0,0,0,0,0
NFL,Emeka Robinson,K,BAL,7,0,0,0,0,0,0,0,0,0,0,33.797,0.282,5.474,8.819,6.484,3.176,4.68,0,0,0,0,0,0,0,0
CBS,Tyreek Maye,K,BUF,8,0,0,0,0,0,0,0,0,0,0,35.818,0.28,5.968,8.884,6.214,3.22,4.445,0,0,0,0,0,0,0,0
ESPN,Tyreek Maye,K,BUF,8,0,0,0,0,0,0,0,0,0,0,34.261,0.278,5.262,8.905,6.26,3.239,4.129,0,0,0,0,0,0,0,0
FantasyPros,Tyreek Maye,K,BUF,8,0,0,0,0,0,0,0,0,0,0,33.794,0.299,5.802,7.356,6.072,3.496,4.667,0,0,0,0,0,0,0,0
FFToday,Tyreek Maye,K,BUF,8,0,0,0,0,0,0,0,0,0,0,35.299,0.292,6.053,9.296,6.426,3.205,4.419,0,0,0,0,0,0,0,0
NumberFire,Tyreek Maye,K,BUF,8,0,0,0,0,0,0,0,0,0,0,36.447,0.304,6.39,8.821,6.99,3.219,4.685,0,0,0,0,0,0,0,0
NFL,Tyreek Maye,K,BUF,8,0,0,0,0,0,0,0,0,0,0,35.578,0.27,5.845,9.397,6.208,3.2,4.602,0,0,0,0,0,0,0,0
CBS,Jaxon Jefferson,K,LAC,11,0,0,0,0,0,0,0,0,0,0,32.95,0.281,5.753,8.423,6.548,2.987,4.84,0,0,0,0,0,0,0,0
ESPN,Jaxon Jefferson,K,LAC,11,0,0,0,0,0,0,0,0,0,0,33.866,0.288,5.977,8.761,6.207,3.218,4.535,0,0,0,0,0,0,0,0
FantasyPros,Jaxon Jefferson,K,LAC,11,0,0,0,0,0,0,0,0,0,0,35.282,0.281,5.379,8.389,6.334,3.054,4.541,0,0,0,0,0,0,0,0
FFToday,Jaxon Jefferson,K,LAC,11,0,0,0,0,0,0,0,0,0,0,33.433,0.311,5.005,8.603,6.881,3.139,4.667,0,0,0,0,0,0,0,0
NumberFire,Jaxon Jefferson,K,LAC,11,0,0,0,0,0,0,0,0,0,0,36.042,0.256,5.713,7.953,6.118,3.265,4.358,0,0,0,0,0,0,0,0
NFL,Jaxon Jefferson,K,LAC,11,0,0,0,0,0,0,0,0,0,0,33.827,0.311,5.6,9.466,6.939,2.387,4.335,0,0,0,0,0,0,0,0
CBS,Keon Franklin,K,DET,5,0,0,0,0,0,0,0,0,0,0,32.024,0.293,6.005,8.615,6.701,3.482,4.464,0,0,0,0,0,0,0,0
ESPN,Keon Franklin,K,DET,5,0,0,0,0,0,0,0,0,0,0,35.445,0.328,5.41,8.637,6.456,3.259,4.436,0,0,0,0,0,0,0,0
FantasyPros,Keon Franklin,K,DET,5,0,0,0,0,0,0,0,0,0,0,35.234,0.279,5.364,8.85,7.473,3.334,4.687,0,0,0,0,0,0,0,0
FFToday,Keon Franklin,K,DET,5,0,0,0,0,0,0,0,0,0,0,31.967,0.259,5.651,8.821,6.426,3.096,4.59,0,0,0,0,0,0,0,0
NumberFire,Keon Franklin,K,DET,5,0,0,0,0,0,0,0,0,0,0,34.375,0.298,5.639,8.115,6.253,3.098,4.759,0,0,0,0,0,0,0,0
NFL,Keon Franklin,K,DET,5,0,0,0,0,0,0,0,0,0,0,34.366,0.286,5.443,8.045,6.475,3.613,4.93,0,0,0,0,0,0,0,0
CBS,Caleb Mason,K,CHI,10,0,0,0,0,0,0,0,0,0,0,32.421,0.272,5.918,9.443,7.187,2.684,4.673,0,0,0,0,0,0,0,0
ESPN,Caleb Mason,K,CHI,10,0,0,0,0,0,0,0,0,0,0,34.806,0.26,5.754,8.5,6.765,2.99,4.332,0,0,0,0,0,0,0,0
FantasyPros,Caleb Mason,K,CHI,10,0,0,0,0,0,0,0,0,0,0,37.896,0.276,5.901,9.45,6.363,3.045,5.166,0,0,0,0,0,0,0,0
FFToday,Caleb Mason,K,CHI,10,0,0,0,0,0,0,0,0,0,0,36.833,0.299,5.366,7.791,6.273,2.994,4.83,0,0,0,0,0,0,0,0
NumberFire,Caleb Mason,K,CHI,10,0,0,0,0,0,0,0,0,0,0,30.637,0.266,5.524,8.16,5.686,2.923,4.672,0,0,0,0,0,0,0,0
NFL,Caleb Mason,K,CHI,10,0,0,0,0,0,0,0,0,0,0,30.716,0.284,5.239,7.848,6.064,2.988,4.735,0,0,0,0,0,0,0,0
CBS,Brock Coleman,K,SEA,12,0,0,0,0,0,0,0,0,0,0,32.073,0.259,5.232,8.763,6.252,2.991,4.781,0,0,0,0,0,0,0,0
ESPN,Brock Coleman,K,SEA,12,0,0,0,0,0,0,0,0,0,0,24.949,0.302,5.417,7.798,6.71,2.747,4.264,0,0,0,0,0,0,0,0
FantasyPros,Brock Coleman,K,SEA,12,0,0,0,0,0,0,0,0,0,0,35.528,0.283,5.094,8.0,6.356,2.818,4.715,0,0,0,0,0,0,0,0
FFToday,Brock Coleman,K,SEA,12,0,0,0,0,0,0,0,0,0,0,34.535,0.245,5.789,8.162,5.964,3.324,4.927,0,0,0,0,0,0,0,0
NumberFire,Brock Coleman,K,SEA,12,0,0,0,0,0,0,0,0,0,0,30.482,0.274,5.682,8.263,6.436,3.372,4.48,0,0,0,0,0,0,0,0
NFL,Brock Coleman,K,SEA,12,0,0,0,0,0,0,0,0,0,0,33.052,0.263,6.591,8.179,5.888,2.816,4.09,0,0,0,0,0,0,0,0
CBS,Drake Penix,K,WAS,6,0,0,0,0,0,0,0,0,0,0,36.382,0.266,5.648,8.728,6.277,3.107,5.098,0,0,0,0,0,0,0,0
ESPN,Drake Penix,K,WAS,6,0,0,0,0,0,0,0,0,0,0,31.148,0.268,5.53,8.869,6.185,3.256,4.317,0,0,0,0,0,0,0,0
FantasyPros,Drake Penix,K,WAS,6,0,0,0,0,0,0,0,0,0,0,28.673,0.245,5.044,8.422,6.651,2.972,5.053,0,0,0,0,0,0,0,0
FFToday,Drake Penix,K,WAS,6,0,0,0,0,0,0,0,0,0,0,30.109,0.277,5.514,8.325,6.063,3.446,3.901,0,0,0,0,0,0,0,0
NumberFire,Drake Penix,K,WAS,6,0,0,0,0,0,0,0,0,0,0,32.689,0.264,5.481,8.526,6.498,2.829,4.78,0,0,0,0,0,0,0,0
NFL,Drake Penix,K,WAS,6,0,0,0,0,0,0,0,0,0,0,29.607,0.287,5.094,7.411,6.111,2.723,5.11,0,0,0,0,0,0,0,0
CBS,Marvin Spears,K,DET,5,0,0,0,0,0,0,0,0,0,0,29.28,0.264,5.951,7.954,5.64,2.931,4.743,0,0,0,0,0,0,0,0
ESPN,Marvin Spears,K,DET,5,0,0,0,0,0,0,0,0,0,0,31.598,0.292,5.207,7.554,5.336,2.921,4.633,0,0,0,0,0,0,0,0
FantasyPros,Marvin Spears,K,DET,5,0,0,0,0,0,0,0,0,0,0,32.748,0.261,5.442,8.002,6.052,3.109,4.499,0,0,0,0,0,0,0,0
FFToday,Marvin Spears,K,DET,5,0,0,0,0,0,0,0,0,0,0,30.115,0.257,5.527,7.586,5.531,2.769,4.395,0,0,0,0,0,0,0,0
NumberFire,Marvin Spears,K,DET,5,0,0,0,0,0,0,0,0,0,0,30.232,0.258,4.992,7.703,6.433,2.763,5.481,0,0,0,0,0,0,0,0
NFL,Marvin Spears,K,DET,5,0,0,0,0,0,0,0,0,0,0,32.669,0.253,5.502,7.97,5.792,2.807,4.632,0,0,0,0,0,0,0,0
CBS,Tucker Penix,K,SEA,12,0,0,0,0,0,0,0,0,0,0,33.772,0.264,4.43,7.723,6.43,3.306,5.301,0,0,0,0,0,0,0,0
ESPN,Tucker Penix,K,SEA,12,0,0,0,0,0,0,0,0,0,0,26.724,0.268,4.971,8.393,5.796,3.308,4.794,0,0,0,0,0,0,0,0
FantasyPros,Tucker Penix,K,SEA,12,0,0,0,0,0,0,0,0,0,0,31.209,0.269,5.164,7.353,5.882,3.198,4.776,0,0,0,0,0,0,0,0
FFToday,Tucker Penix,K,SEA,12,0,0,0,0,0,0,0,0,0,0,33.041,0.258,5.101,8.602,6.303,3.219,4.58,0,0,0,0,0,0,0,0
NumberFire,Tucker Penix,K,SEA,12,0,0,0,0,0,0,0,0,0,0,31.233,0.266,5.629,7.861,5.189,2.378,5.088,0,0,0,0,0,0,0,0
NFL,Tucker Penix,K,SEA,12,0,0,0,0,0,0,0,0,0,0,34.927,0.288,5.138,7.002,6.286,3.178,5.041,0,0,0,0,0,0,0,0
CBS,Zay Swift,K,IND,8,0,0,0,0,0,0,0,0,0,0,31.721,0.27,5.257,7.603,6.0,2.865,4.758,0,0,0,0,0,0,0,0
ESPN,Zay Swift,K,IND,8,0,0,0,0,0,0,0,0,0,0,26.197,0.272,5.423,6.495,4.501,3.142,5.218,0,0,0,0,0,0,0,0
FantasyPros,Zay Swift,K,IND,8,0,0,0,0,0,0,0,0,0,0,33.021,0.284,5.197,7.111,5.387,2.894,4.941,0,0,0,0,0,0,0,0
FFToday,Zay Swift,K,IND,8,0,0,0,0,0,0,0,0,0,0,30.251,0.221,5.095,8.067,5.239,2.742,4.881,0,0,0,0,0,0,0,0
NumberFire,Zay Swift,K,IND,8,0,0,0,0,0,0,0,0,0,0,32.136,0.238,4.971,7.073,6.039,2.963,4.976,0,0,0,0,0,0,0,0
NFL,Zay Swift,K,IND,8,0,0,0,0,0,0,0,0,0,0,29.006,0.278,5.379,7.955,5.549,2.439,4.841,0,0,0,0,0,0,0,0
CBS,Braelon Etienne,K,SF,13,0,0,0,0,0,0,0,0,0,0,31.975,0.244,4.883,7.459,5.991,2.585,5.516,0,0,0,0,0,0,0,0
ESPN,Braelon Etienne,K,SF,13,0,0,0,0,0,0,0,0,0,0,23.914,0.272,5.325,6.335,6.426,2.835,4.736,0,0,0,0,0,0,0,0
FantasyPros,Braelon Etienne,K,SF,13,0,0,0,0,0,0,0,0,0,0,26.44,0.209,4.96,8.098,5.935,2.961,4.815,0,0,0,0,0,0,0,0
FFToday,Braelon Etienne,K,SF,13,0,0,0,0,0,0,0,0,0,0,34.182,0.291,4.37,7.616,6.363,2.89,4.695,0,0,0,0,0,0,0,0
NumberFire,Braelon Etienne,K,SF,13,0,0,0,0,0,0,0,0,0,0,25.34,0.258,5.171,9.046,6.145,2.487,4.523,0,0,0,0,0,0,0,0
NFL,Braelon Etienne,K,SF,13,0,0,0,0,0,0,0,0,0,0,27.934,0.27,4.838,6.908,6.596,2.551,5.533,0,0,0,0,0,0,0,0
CBS,Amari Legette,K,TEN,5,0,0,0,0,0,0,0,0,0,0,27.104,0.221,4.269,7.348,6.057,2.331,4.402,0,0,0,0,0,0,0,0
ESPN,Amari Legette,K,TEN,5,0,0,0,0,0,0,0,0,0,0,28.114,0.232,5.235,6.552,5.588,2.516,5.126,0,0,0,0,0,0,0,0
FantasyPros,Amari Legette,K,TEN,5,0,0,0,0,0,0,0,0,0,0,25.364,0.256,4.707,7.389,6.451,2.824,4.908,0,0,0,0,0,0,0,0
FFToday,Amari Legette,K,TEN,5,0,0,0,0,0,0,0,0,0,0,29.258,0.262,4.566,7.338,5.077,2.745,4.404,0,0,0,0,0,0,0,0
NumberFire,Amari Legette,K,TEN,5,0,0,0,0,0,0,0,0,0,0,32.703,0.218,4.25,6.777,4.615,2.733,5.322,0,0,0,0,0,0,0,0
NFL,Amari Legette,K,TEN,5,0,0,0,0,0,0,0,0,0,0,30.038,0.269,4.845,7.999,6.175,2.796,4.039,0,0,0,0,0,0,0,0
CBS,Bijan Wilson,K,HOU,7,0,0,0,0,0,0,0,0,0,0,26.446,0.255,4.143,7.131,5.22,3.098,5.391,0,0,0,0,0,0,0,0
ESPN,Bijan Wilson,K,HOU,7,0,0,0,0,0,0,0,0,0,0,29.887,0.224,5.419,7.349,5.664,2.652,4.692,0,0,0,0,0,0,0,0
FantasyPros,Bijan Wilson,K,HOU,7,0,0,0,0,0,0,0,0,0,0,27.762,0.204,5.556,7.007,5.414,2.885,5.027,0,0,0,0,0,0,0,0
FFToday,Bijan Wilson,K,HOU,7,0,0,0,0,0,0,0,0,0,0,19.974,0.26,4.724,6.737,5.52,2.332,4.626,0,0,0,0,0,0,0,0
NumberFire,Bijan Wilson,K,HOU,7,0,0,0,0,0,0,0,0,0,0,28.012,0.233,4.967,7.9,5.187,2.957,5.72,0,0,0,0,0,0,0,0
NFL,Bijan Wilson,K,HOU,7,0,0,0,0,0,0,0,0,0,0,26.218,0.222,4.318,8.086,4.41,2.625,4.571,0,0,0,0,0,0,0,0
CBS,Elic Bowers,K,NO,7,0,0,0,0,0,0,0,0,0,0,28.818,0.247,4.965,7.681,6.005,2.415,5.204,0,0,0,0,0,0,0,0
ESPN,Elic Bowers,K,NO,7,0,0,0,0,0,0,0,0,0,0,28.11,0.225,3.989,6.403,6.143,2.984,4.531,0,0,0,0,0,0,0,0
FantasyPros,Elic Bowers,K,NO,7,0,0,0,0,0,0,0,0,0,0,24.311,0.278,4.653,7.58,4.519,2.319,4.739,0,0,0,0,0,0,0,0
FFToday,Elic Bowers,K,NO,7,0,0,0,0,0,0,0,0,0,0,27.22,0.218,4.752,6.881,5.688,2.895,4.682,0,0,0,0,0,0,0,0
NumberFire,Elic Bowers,K,NO,7,0,0,0,0,0,0,0,0,0,0,28.244,0.2,4.953,6.931,5.587,2.473,4.328,0,0,0,0,0,0,0,0
NFL,Elic Bowers,K,NO,7,0,0,0,0,0,0,0,0,0,0,27.152,0.225,4.693,7.883,5.772,2.957,3.813,0,0,0,0,0,0,0,0
CBS,Malik Legette,K,CLE,12,0,0,0,0,0,0,0,0,0,0,29.513,0.212,4.688,7.48,5.472,2.9,5.38,0,0,0,0,0,0,0,0
ESPN,Malik Legette,K,CLE,12,0,0,0,0,0,0,0,0,0,0,30.641,0.217,4.281,7.874,5.623,2.974,4.57,0,0,0,0,0,0,0,0
FantasyPros,Malik Legette,K,CLE,12,0,0,0,0,0,0,0,0,0,0,28.617,0.236,5.049,7.684,5.615,2.537,4.919,0,0,0,0,0,0,0,0
FFToday,Malik Legette,K,CLE,12,0,0,0,0,0,0,0,0,0,0,31.023,0.218,4.811,7.129,6.298,2.646,5.08,0,0,0,0,0,0,0,0
NumberFire,Malik Legette,K,CLE,12,0,0,0,0,0,0,0,0,0,0,27.172,0.202,5.028,7.159,5.104,2.557,5.977,0,0,0,0,0,0,0,0
NFL,Malik Legette,K,CLE,12,0,0,0,0,0,0,0,0,0,0,30.676,0.234,4.005,7.101,5.16,2.587,4.47,0,0,0,0,0,0,0,0
CBS,Xavier Spears,K,SEA,12,0,0,0,0,0,0,0,0,0,0,27.564,0.207,5.285,7.663,5.228,2.393,4.896,0,0,0,0,0,0,0,0
ESPN,Xavier Spears,K,SEA,12,0,0,0,0,0,0,0,0,0,0,24.567,0.216,4.014,7.718,4.821,2.431,4.373,0,0,0,0,0,0,0,0
FantasyPros,Xavier Spears,K,SEA,12,0,0,0,0,0,0,0,0,0,0,25.399,0.232,4.684,6.405,6.415,2.621,4.911,0,0,0,0,0,0,0,0
FFToday,Xavier Spears,K,SEA,12,0,0,0,0,0,0,0,0,0,0,29.58,0.256,4.35,5.626,4.547,2.781,5.676,0,0,0,0,0,0,0,0
NumberFire,Xavier Spears,K,SEA,12,0,0,0,0,0,0,0,0,0,0,26.077,0.223,4.716,7.678,5.112,2.559,4.646,0,0,0,0,0,0,0,0
NFL,Xavier Spears,K,SEA,12,0,0,0,0,0,0,0,0,0,0,27.704,0.19,4.461,7.021,5.19,2.58,4.403,0,0,0,0,0,0,0,0
CBS,Braelon Harrison,K,ATL,6,0,0,0,0,0,0,0,0,0,0,30.405,0.212,4.262,6.653,5.307,2.558,5.071,0,0,0,0,0,0,0,0
ESPN,Braelon Harrison,K,ATL,6,0,0,0,0,0,0,0,0,0,0,27.542,0.235,4.982,6.127,4.624,2.668,4.749,0,0,0,0,0,0,0,0
FantasyPros,Braelon Harrison,K,ATL,6,0,0,0,0,0,0,0,0,0,0,21.34,0.228,4.074,6.664,6.281,2.644,5.623,0,0,0,0,0,0,0,0
FFToday,Braelon Harrison,K,ATL,6,0,0,0,0,0,0,0,0,0,0,27.466,0.192,4.803,7.276,4.675,2.772,4.734,0,0,0,0,0,0,0,0
NumberFire,Braelon Harrison,K,ATL,6,0,0,0,0,0,0,0,0,0,0,29.223,0.217,3.958,7.095,5.503,2.266,4.993,0,0,0,0,0,0,0,0
NFL,Braelon Harrison,K,ATL,6,0,0,0,0,0,0,0,0,0,0,23.684,0.181,4.197,7.215,4.958,2.708,4.658,0,0,0,0,0,0,0,0
CBS,Tank Penix,K,LAR,12,0,0,0,0,0,0,0,0,0,0,28.782,0.198,3.783,5.149,5.838,2.15,4.749,0,0,0,0,0,0,0,0
ESPN,Tank Penix,K,LAR,12,0,0,0,0,0,0,0,0,0,0,23.0,0.205,4.093,6.369,5.524,2.681,4.68,0,0,0,0,0,0,0,0
FantasyPros,Tank Penix,K,LAR,12,0,0,0,0,0,0,0,0,0,0,29.988,0.226,4.283,7.655,5.427,2.109,5.484,0,0,0,0,0,0,0,0
FFToday,Tank Penix,K,LAR,12,0,0,0,0,0,0,0,0,0,0,25.431,0.252,4.207,7.455,4.928,2.638,5.993,0,0,0,0,0,0,0,0
NumberFire,Tank Penix,K,LAR,12,0,0,0,0,0,0,0,0,0,0,25.672,0.195,4.065,7.344,4.387,2.617,5.976,0,0,0,0,0,0,0,0
NFL,Tank Penix,K,LAR,12,0,0,0,0,0,0,0,0,0,0,23.68,0.178,4.467,6.494,5.063,2.407,4.93,0,0,0,0,0,0,0,0
CBS,Marcus Benson,K,PHI,10,0,0,0,0,0,0,0,0,0,0,29.939,0.216,4.659,5.925,4.976,2.609,4.483,0,0,0,0,0,0,0,0
